date,storeCode,store,divisionCode,division,totalPrice
20231011,0,Fukuoka,5,野菜,628
20231024,5,Nagasaki,0,米,821
20230811,0,Fukuoka,3,肉,876
20230808,5,Nagasaki,4,油,488
20230808,0,Fukuoka,2,味噌,911
20230901,1,Saga,1,卵,724
20230826,4,Miyazaki,2,味噌,429
20230831,1,Saga,2,味噌,753
20230928,0,Fukuoka,4,油,814
20231010,4,Miyazaki,1,卵,953
20230912,4,Miyazaki,1,卵,367
20231015,5,Nagasaki,1,卵,613
20230923,4,Miyazaki,4,油,850
20230830,6,Kagoshima,4,油,817
20231021,0,Fukuoka,3,肉,787
20230822,4,Miyazaki,4,油,543
20230814,1,Saga,2,味噌,502
20230817,3,Oita,1,卵,799
20230802,1,Saga,1,卵,306
20230819,3,Oita,4,油,646
20230810,5,Nagasaki,3,肉,525
20231017,5,Nagasaki,2,味噌,308
20230822,6,Kagoshima,1,卵,734
20230825,5,Nagasaki,4,油,479
20231023,4,Miyazaki,1,卵,826
20230818,0,Fukuoka,3,肉,427
20230901,0,Fukuoka,0,米,754
20231013,3,Oita,3,肉,964
20230814,0,Fukuoka,0,米,736
20230915,6,Kagoshima,3,肉,983
20231029,3,Oita,1,卵,479
20230903,4,Miyazaki,2,味噌,884
20231017,3,Oita,2,味噌,610
20230924,4,Miyazaki,1,卵,588
20231023,3,Oita,3,肉,590
20230816,4,Miyazaki,3,肉,431
20230828,0,Fukuoka,5,野菜,320
20230827,1,Saga,2,味噌,998
20231010,5,Nagasaki,4,油,388
20230908,1,Saga,3,肉,308
20231019,5,Nagasaki,2,味噌,976
20231022,5,Nagasaki,2,味噌,846
20231024,3,Oita,2,味噌,911
20230922,2,Kumamoto,0,米,708
20231005,0,Fukuoka,4,油,451
20230916,2,Kumamoto,5,野菜,438
20230804,5,Nagasaki,5,野菜,675
20231007,2,Kumamoto,2,味噌,395
20231011,6,Kagoshima,0,米,517
20230827,1,Saga,2,味噌,528
20231012,5,Nagasaki,4,油,582
20231017,5,Nagasaki,2,味噌,313
20230918,6,Kagoshima,0,米,429
20230806,6,Kagoshima,0,米,593
20231007,4,Miyazaki,3,肉,400
20231017,2,Kumamoto,1,卵,870
20231030,2,Kumamoto,0,米,323
20231002,6,Kagoshima,5,野菜,977
20231025,1,Saga,3,肉,738
20230926,2,Kumamoto,1,卵,890
20231022,6,Kagoshima,3,肉,464
20231027,2,Kumamoto,1,卵,881
20230923,0,Fukuoka,4,油,630
20230904,5,Nagasaki,0,米,984
20230915,3,Oita,3,肉,906
20230803,3,Oita,5,野菜,820
20231018,1,Saga,0,米,560
20230822,1,Saga,4,油,538
20231013,0,Fukuoka,4,油,958
20231002,4,Miyazaki,3,肉,321
20231011,5,Nagasaki,4,油,821
20230818,1,Saga,5,野菜,824
20230830,6,Kagoshima,5,野菜,708
20230826,6,Kagoshima,4,油,320
20230827,1,Saga,3,肉,491
20230915,6,Kagoshima,0,米,801
20230916,1,Saga,1,卵,436
20231029,0,Fukuoka,5,野菜,551
20230808,0,Fukuoka,3,肉,551
20230827,4,Miyazaki,5,野菜,360
20230902,5,Nagasaki,5,野菜,517
20230806,0,Fukuoka,3,肉,870
20230814,3,Oita,1,卵,976
20230810,4,Miyazaki,3,肉,951
20231013,4,Miyazaki,4,油,461
20230804,4,Miyazaki,0,米,982
20231020,2,Kumamoto,3,肉,989
20231024,1,Saga,2,味噌,895
20230917,3,Oita,2,味噌,823
20230930,3,Oita,4,油,331
20231014,3,Oita,5,野菜,606
20231015,1,Saga,4,油,567
20230902,0,Fukuoka,1,卵,914
20230916,5,Nagasaki,2,味噌,923
20230927,6,Kagoshima,4,油,475
20231023,0,Fukuoka,2,味噌,600
20230820,0,Fukuoka,1,卵,304
20230914,6,Kagoshima,5,野菜,469
20230828,1,Saga,3,肉,319
20230818,6,Kagoshima,4,油,960
20230808,5,Nagasaki,5,野菜,999
20230827,2,Kumamoto,0,米,318
20231009,6,Kagoshima,5,野菜,592
20231008,0,Fukuoka,2,味噌,999
20230806,3,Oita,0,米,851
20230814,2,Kumamoto,1,卵,926
20231028,4,Miyazaki,3,肉,804
20231008,6,Kagoshima,0,米,414
20230824,2,Kumamoto,0,米,835
20230803,6,Kagoshima,0,米,604
20231029,0,Fukuoka,1,卵,493
20230819,6,Kagoshima,2,味噌,398
20231024,3,Oita,5,野菜,976
20231003,5,Nagasaki,4,油,922
20230830,2,Kumamoto,0,米,506
20230919,6,Kagoshima,0,米,724
20231030,5,Nagasaki,3,肉,795
20230925,3,Oita,3,肉,932
20230913,0,Fukuoka,4,油,549
20230817,6,Kagoshima,5,野菜,463
20231019,6,Kagoshima,1,卵,708
20230829,1,Saga,0,米,753
20230817,2,Kumamoto,2,味噌,451
20230916,5,Nagasaki,5,野菜,548
20230901,3,Oita,3,肉,334
20230904,5,Nagasaki,4,油,882
20230915,2,Kumamoto,3,肉,956
20230928,4,Miyazaki,3,肉,892
20230916,6,Kagoshima,3,肉,425
20230812,6,Kagoshima,0,米,566
20230804,5,Nagasaki,0,米,334
20231005,6,Kagoshima,1,卵,439
20230822,1,Saga,1,卵,903
20230913,2,Kumamoto,2,味噌,795
20231002,1,Saga,0,米,523
20230928,0,Fukuoka,1,卵,585
20231016,4,Miyazaki,5,野菜,480
20230929,5,Nagasaki,2,味噌,873
20230921,1,Saga,4,油,418
20230914,1,Saga,4,油,832
20231028,2,Kumamoto,3,肉,895
20231017,3,Oita,3,肉,381
20231023,0,Fukuoka,2,味噌,813
20231004,6,Kagoshima,5,野菜,506
20231020,6,Kagoshima,3,肉,548
20230919,3,Oita,3,肉,566
20230909,3,Oita,4,油,386
20231023,1,Saga,0,米,946
20231010,2,Kumamoto,1,卵,947
20231030,6,Kagoshima,0,米,935
20231030,4,Miyazaki,2,味噌,955
20230831,3,Oita,4,油,453
20230821,5,Nagasaki,0,米,800
20230824,0,Fukuoka,3,肉,796
20231016,1,Saga,1,卵,979
20230807,1,Saga,0,米,569
20230911,2,Kumamoto,5,野菜,850
20231029,4,Miyazaki,0,米,835
20230923,6,Kagoshima,1,卵,448
20231009,4,Miyazaki,1,卵,581
20230917,2,Kumamoto,5,野菜,310
20230903,0,Fukuoka,2,味噌,410
20230816,4,Miyazaki,2,味噌,989
20230920,3,Oita,3,肉,411
20231014,4,Miyazaki,3,肉,359
20230905,6,Kagoshima,2,味噌,554
20231014,1,Saga,1,卵,639
20230901,6,Kagoshima,0,米,775
20231001,5,Nagasaki,3,肉,579
20231015,2,Kumamoto,4,油,483
20230906,0,Fukuoka,4,油,739
20230831,0,Fukuoka,3,肉,726
20230906,3,Oita,1,卵,612
20230919,1,Saga,5,野菜,301
20230813,6,Kagoshima,2,味噌,874
20230921,4,Miyazaki,3,肉,346
20231028,0,Fukuoka,5,野菜,577
20230910,4,Miyazaki,2,味噌,647
20231015,3,Oita,1,卵,707
20230817,1,Saga,2,味噌,837
20230801,6,Kagoshima,3,肉,658
20230907,3,Oita,4,油,561
20230821,3,Oita,3,肉,537
20231031,3,Oita,3,肉,629
20230826,2,Kumamoto,0,米,959
20230810,5,Nagasaki,1,卵,760
20230806,1,Saga,1,卵,875
20230903,2,Kumamoto,1,卵,389
20230913,0,Fukuoka,5,野菜,399
20231010,1,Saga,0,米,508
20230903,0,Fukuoka,2,味噌,797
20230828,0,Fukuoka,0,米,712
20230827,3,Oita,1,卵,667
20230913,3,Oita,4,油,543
20230923,0,Fukuoka,1,卵,777
20231014,3,Oita,4,油,321
20230907,0,Fukuoka,1,卵,420
20230901,6,Kagoshima,0,米,866
20230803,2,Kumamoto,5,野菜,595
20230928,5,Nagasaki,2,味噌,694
20230917,1,Saga,4,油,981
20231021,5,Nagasaki,0,米,361
20231025,3,Oita,0,米,946
20231013,4,Miyazaki,1,卵,944
20230802,3,Oita,0,米,834
20231006,6,Kagoshima,0,米,613
20230817,4,Miyazaki,5,野菜,477
20230916,0,Fukuoka,1,卵,694
20230824,2,Kumamoto,0,米,913
20230817,2,Kumamoto,4,油,448
20230830,4,Miyazaki,1,卵,579
20231031,3,Oita,2,味噌,348
20230905,0,Fukuoka,4,油,365
20230825,5,Nagasaki,2,味噌,975
20230803,2,Kumamoto,4,油,943
20231003,0,Fukuoka,5,野菜,594
20230919,0,Fukuoka,3,肉,598
20231028,0,Fukuoka,4,油,928
20230926,6,Kagoshima,1,卵,835
20230811,3,Oita,5,野菜,772
20230803,1,Saga,2,味噌,371
20230804,1,Saga,5,野菜,642
20230803,4,Miyazaki,1,卵,845
20231011,0,Fukuoka,0,米,329
20230903,1,Saga,0,米,949
20230917,3,Oita,2,味噌,662
20230820,4,Miyazaki,2,味噌,827
20230820,1,Saga,3,肉,411
20230924,5,Nagasaki,3,肉,446
20231026,2,Kumamoto,0,米,718
20230803,3,Oita,3,肉,916
20230805,1,Saga,0,米,549
20230821,2,Kumamoto,2,味噌,643
20230829,4,Miyazaki,4,油,411
20230921,2,Kumamoto,2,味噌,727
20231009,6,Kagoshima,2,味噌,854
20230916,2,Kumamoto,0,米,380
20230821,6,Kagoshima,1,卵,585
20230831,1,Saga,2,味噌,924
20231009,3,Oita,3,肉,778
20230829,1,Saga,0,米,912
20230802,5,Nagasaki,2,味噌,795
20231021,2,Kumamoto,3,肉,397
20230904,1,Saga,2,味噌,796
20230814,1,Saga,5,野菜,884
20230915,4,Miyazaki,3,肉,468
20230911,5,Nagasaki,0,米,843
20230902,0,Fukuoka,0,米,798
20230927,0,Fukuoka,3,肉,859
20230814,1,Saga,3,肉,429
20230830,5,Nagasaki,4,油,566
20230825,2,Kumamoto,4,油,382
20231023,0,Fukuoka,3,肉,673
20230829,1,Saga,3,肉,793
20230821,1,Saga,4,油,919
20231010,4,Miyazaki,3,肉,715
20230806,5,Nagasaki,4,油,893
20230906,5,Nagasaki,1,卵,764
20230916,2,Kumamoto,4,油,739
20231013,0,Fukuoka,5,野菜,927
20230806,2,Kumamoto,4,油,976
20230824,4,Miyazaki,3,肉,926
20230818,5,Nagasaki,3,肉,322
20230920,6,Kagoshima,2,味噌,514
20231013,0,Fukuoka,3,肉,602
20231003,5,Nagasaki,5,野菜,976
20230902,3,Oita,4,油,959
20230820,0,Fukuoka,4,油,309
20230804,6,Kagoshima,3,肉,904
20230810,6,Kagoshima,4,油,578
20230819,4,Miyazaki,0,米,543
20231003,0,Fukuoka,4,油,315
20230824,5,Nagasaki,1,卵,968
20230928,4,Miyazaki,3,肉,664
20230802,0,Fukuoka,4,油,450
20230925,2,Kumamoto,0,米,481
20230915,2,Kumamoto,4,油,448
20230802,2,Kumamoto,1,卵,922
20230809,0,Fukuoka,4,油,930
20230904,4,Miyazaki,0,米,817
20230904,0,Fukuoka,0,米,930
20230820,6,Kagoshima,4,油,503
20230928,4,Miyazaki,1,卵,506
20230914,1,Saga,1,卵,585
20231004,5,Nagasaki,2,味噌,818
20230924,2,Kumamoto,5,野菜,560
20230801,1,Saga,3,肉,951
20230826,5,Nagasaki,1,卵,872
20231017,6,Kagoshima,4,油,484
20230917,4,Miyazaki,1,卵,819
20230905,6,Kagoshima,2,味噌,513
20230927,4,Miyazaki,0,米,666
20230827,6,Kagoshima,0,米,306
20230829,2,Kumamoto,2,味噌,599
20230915,0,Fukuoka,3,肉,773
20231002,3,Oita,1,卵,419
20230929,5,Nagasaki,3,肉,610
20230809,3,Oita,3,肉,402
20230909,2,Kumamoto,3,肉,968
20230929,5,Nagasaki,0,米,881
20231004,6,Kagoshima,2,味噌,628
20231027,6,Kagoshima,3,肉,709
20231027,5,Nagasaki,5,野菜,659
20230821,1,Saga,1,卵,382
20230901,0,Fukuoka,0,米,387
20231018,5,Nagasaki,2,味噌,451
20231016,6,Kagoshima,1,卵,669
20230802,0,Fukuoka,5,野菜,940
20230805,3,Oita,5,野菜,752
20230815,1,Saga,0,米,775
20230804,1,Saga,2,味噌,435
20231023,5,Nagasaki,5,野菜,942
20230817,5,Nagasaki,1,卵,814
20230824,3,Oita,0,米,826
20230801,5,Nagasaki,5,野菜,736
20230922,2,Kumamoto,0,米,384
20230909,2,Kumamoto,4,油,963
20230823,2,Kumamoto,0,米,891
20230903,3,Oita,2,味噌,951
20231008,3,Oita,0,米,909
20230905,3,Oita,3,肉,914
20230910,6,Kagoshima,5,野菜,821
20231010,3,Oita,4,油,511
20231023,1,Saga,2,味噌,474
20231013,6,Kagoshima,5,野菜,687
20230812,4,Miyazaki,4,油,303
20230907,2,Kumamoto,4,油,809
20230916,0,Fukuoka,5,野菜,746
20230922,5,Nagasaki,3,肉,408
20231014,3,Oita,0,米,308
20230814,0,Fukuoka,0,米,822
20230805,5,Nagasaki,4,油,533
20231024,2,Kumamoto,0,米,759
20230909,0,Fukuoka,5,野菜,973
20230920,1,Saga,2,味噌,383
20230922,5,Nagasaki,1,卵,386
20231010,0,Fukuoka,0,米,537
20231002,5,Nagasaki,2,味噌,505
20230831,6,Kagoshima,4,油,766
20231003,1,Saga,0,米,797
20231024,5,Nagasaki,4,油,327
20231015,5,Nagasaki,4,油,311
20231016,5,Nagasaki,1,卵,489
20230804,4,Miyazaki,5,野菜,834
20230801,1,Saga,2,味噌,601
20230821,1,Saga,0,米,579
20230821,4,Miyazaki,1,卵,990
20230915,4,Miyazaki,5,野菜,899
20231003,2,Kumamoto,3,肉,957
20230818,0,Fukuoka,5,野菜,934
20230928,2,Kumamoto,1,卵,315
20230818,3,Oita,5,野菜,825
20230815,0,Fukuoka,2,味噌,952
20230930,1,Saga,2,味噌,609
20230902,1,Saga,4,油,792
20230813,2,Kumamoto,1,卵,731
20230916,5,Nagasaki,0,米,351
20230905,4,Miyazaki,4,油,637
20230820,1,Saga,1,卵,991
20231026,3,Oita,3,肉,907
20230807,1,Saga,5,野菜,981
20230829,4,Miyazaki,1,卵,645
20231025,0,Fukuoka,3,肉,788
20231023,3,Oita,4,油,631
20230828,4,Miyazaki,4,油,398
20230811,4,Miyazaki,0,米,664
20230831,6,Kagoshima,0,米,300
20230908,0,Fukuoka,2,味噌,414
20231007,4,Miyazaki,3,肉,957
20230823,1,Saga,5,野菜,438
20230823,2,Kumamoto,0,米,778
20230916,3,Oita,0,米,436
20230927,4,Miyazaki,2,味噌,989
20230810,2,Kumamoto,5,野菜,560
20231020,6,Kagoshima,5,野菜,629
20230801,6,Kagoshima,0,米,987
20230920,6,Kagoshima,0,米,915
20230815,5,Nagasaki,0,米,370
20230915,4,Miyazaki,3,肉,355
20231030,1,Saga,1,卵,863
20231011,4,Miyazaki,3,肉,304
20230914,1,Saga,1,卵,308
20230805,2,Kumamoto,2,味噌,475
20230902,0,Fukuoka,2,味噌,598
20230811,5,Nagasaki,2,味噌,962
20230823,0,Fukuoka,4,油,569
20230826,5,Nagasaki,5,野菜,913
20230828,5,Nagasaki,1,卵,977
20230908,2,Kumamoto,3,肉,761
20230922,5,Nagasaki,5,野菜,523
20230824,3,Oita,0,米,640
20231026,2,Kumamoto,2,味噌,888
20230911,4,Miyazaki,1,卵,537
20230813,5,Nagasaki,1,卵,538
20230926,5,Nagasaki,4,油,764
20230829,4,Miyazaki,3,肉,912
20231011,5,Nagasaki,5,野菜,584
20231029,1,Saga,2,味噌,997
20231005,3,Oita,1,卵,793
20231001,3,Oita,4,油,764
20230919,4,Miyazaki,3,肉,828
20231011,1,Saga,1,卵,842
20231003,4,Miyazaki,3,肉,706
20231009,0,Fukuoka,0,米,433
20230814,1,Saga,3,肉,435
20231006,5,Nagasaki,3,肉,729
20230927,0,Fukuoka,0,米,692
20230921,2,Kumamoto,1,卵,720
20231029,6,Kagoshima,0,米,453
20231030,4,Miyazaki,5,野菜,980
20230901,4,Miyazaki,0,米,638
20231019,1,Saga,3,肉,660
20230806,5,Nagasaki,4,油,767
20230908,5,Nagasaki,0,米,340
20230923,3,Oita,0,米,556
20230909,3,Oita,2,味噌,561
20231022,3,Oita,3,肉,622
20231018,2,Kumamoto,5,野菜,524
20230916,1,Saga,1,卵,399
20230902,0,Fukuoka,0,米,309
20230905,5,Nagasaki,2,味噌,483
20231022,2,Kumamoto,3,肉,550
20230802,2,Kumamoto,5,野菜,651
20230830,5,Nagasaki,0,米,543
20231003,2,Kumamoto,3,肉,366
20230903,6,Kagoshima,1,卵,849
20230910,1,Saga,1,卵,950
20231018,6,Kagoshima,1,卵,908
20231005,4,Miyazaki,5,野菜,374
20231003,1,Saga,5,野菜,869
20230806,6,Kagoshima,2,味噌,962
20230914,0,Fukuoka,3,肉,947
20230913,4,Miyazaki,3,肉,729
20230818,3,Oita,5,野菜,415
20230803,3,Oita,3,肉,433
20231013,3,Oita,0,米,389
20231026,0,Fukuoka,0,米,302
20230819,6,Kagoshima,4,油,914
20231017,1,Saga,3,肉,468
20231011,6,Kagoshima,1,卵,781
20230929,3,Oita,3,肉,305
20230828,1,Saga,0,米,970
20230907,2,Kumamoto,3,肉,780
20230831,4,Miyazaki,0,米,331
20231026,5,Nagasaki,0,米,825
20231002,3,Oita,3,肉,679
20230921,6,Kagoshima,0,米,621
20231007,6,Kagoshima,1,卵,549
20231011,1,Saga,2,味噌,384
20231016,1,Saga,2,味噌,465
20230905,3,Oita,4,油,428
20231013,0,Fukuoka,4,油,446
20230914,4,Miyazaki,4,油,672
20231011,5,Nagasaki,4,油,657
20231028,3,Oita,2,味噌,599
20230829,5,Nagasaki,0,米,970
20231003,3,Oita,3,肉,725
20231011,3,Oita,2,味噌,466
20230920,2,Kumamoto,3,肉,622
20230805,3,Oita,0,米,652
20230920,6,Kagoshima,5,野菜,765
20230811,5,Nagasaki,4,油,822
20230818,6,Kagoshima,4,油,936
20230927,6,Kagoshima,1,卵,972
20230813,6,Kagoshima,1,卵,603
20230817,3,Oita,4,油,688
20231018,2,Kumamoto,3,肉,376
20231025,2,Kumamoto,0,米,578
20230803,6,Kagoshima,0,米,737
20230817,0,Fukuoka,5,野菜,402
20230828,1,Saga,5,野菜,612
20230905,3,Oita,0,米,565
20230823,6,Kagoshima,4,油,601
20230803,3,Oita,3,肉,612
20230906,1,Saga,5,野菜,826
20231020,0,Fukuoka,4,油,457
20231002,1,Saga,2,味噌,758
20230924,3,Oita,0,米,921
20230827,2,Kumamoto,3,肉,856
20230902,2,Kumamoto,3,肉,581
20230803,0,Fukuoka,0,米,659
20231014,1,Saga,4,油,837
20230924,4,Miyazaki,5,野菜,722
20231025,4,Miyazaki,3,肉,836
20231025,3,Oita,3,肉,669
20230929,3,Oita,4,油,552
20230920,4,Miyazaki,4,油,952
20230814,4,Miyazaki,1,卵,640
20230919,5,Nagasaki,3,肉,741
20230918,3,Oita,4,油,668
20231008,1,Saga,4,油,532
20230812,5,Nagasaki,1,卵,609
20231013,3,Oita,3,肉,599
20230901,2,Kumamoto,3,肉,649
20230914,3,Oita,3,肉,842
20230908,1,Saga,2,味噌,871
20230923,5,Nagasaki,5,野菜,563
20230831,6,Kagoshima,2,味噌,390
20231001,0,Fukuoka,4,油,734
20230819,1,Saga,5,野菜,916
20231002,1,Saga,2,味噌,984
20230817,3,Oita,5,野菜,958
20230814,5,Nagasaki,1,卵,685
20231007,3,Oita,1,卵,383
20230813,0,Fukuoka,4,油,798
20231005,3,Oita,2,味噌,766
20230918,0,Fukuoka,4,油,579
20230805,5,Nagasaki,2,味噌,463
20230804,3,Oita,1,卵,592
20230824,2,Kumamoto,3,肉,852
20230828,2,Kumamoto,0,米,869
20231003,4,Miyazaki,4,油,641
20230919,0,Fukuoka,1,卵,646
20230910,1,Saga,1,卵,578
20230804,2,Kumamoto,2,味噌,754
20230816,0,Fukuoka,2,味噌,325
20230814,5,Nagasaki,4,油,477
20230921,5,Nagasaki,0,米,967
20230822,4,Miyazaki,2,味噌,324
20230914,2,Kumamoto,0,米,616
20230804,6,Kagoshima,4,油,328
20231017,2,Kumamoto,1,卵,672
20230910,2,Kumamoto,1,卵,822
20231030,0,Fukuoka,4,油,607
20230903,0,Fukuoka,3,肉,629
20230921,0,Fukuoka,1,卵,358
20231025,2,Kumamoto,4,油,306
20231004,4,Miyazaki,3,肉,654
20230818,5,Nagasaki,2,味噌,353
20231001,3,Oita,1,卵,394
20231030,0,Fukuoka,5,野菜,304
20230920,5,Nagasaki,0,米,393
20231024,4,Miyazaki,4,油,758
20231010,1,Saga,3,肉,625
20230824,1,Saga,3,肉,407
20231003,5,Nagasaki,2,味噌,600
20230925,5,Nagasaki,3,肉,469
20230917,4,Miyazaki,4,油,386
20231015,6,Kagoshima,4,油,754
20230810,2,Kumamoto,1,卵,667
20230922,0,Fukuoka,3,肉,369
20231012,1,Saga,0,米,570
20230930,2,Kumamoto,3,肉,720
20231001,2,Kumamoto,0,米,507
20230818,5,Nagasaki,2,味噌,582
20230919,3,Oita,1,卵,401
20230919,3,Oita,0,米,954
20230905,1,Saga,1,卵,653
20230908,5,Nagasaki,5,野菜,697
20230922,2,Kumamoto,5,野菜,362
20230904,2,Kumamoto,3,肉,311
20231024,0,Fukuoka,4,油,410
20231013,4,Miyazaki,3,肉,649
20230806,5,Nagasaki,3,肉,584
20230823,3,Oita,4,油,422
20230816,3,Oita,4,油,486
20230813,4,Miyazaki,3,肉,947
20230911,3,Oita,5,野菜,610
20231020,2,Kumamoto,3,肉,970
20230813,3,Oita,5,野菜,697
20230821,3,Oita,1,卵,634
20231005,1,Saga,1,卵,316
20230903,4,Miyazaki,0,米,595
20231018,6,Kagoshima,3,肉,483
20231023,1,Saga,2,味噌,718
20230810,4,Miyazaki,5,野菜,416
20231003,6,Kagoshima,3,肉,967
20230913,4,Miyazaki,1,卵,650
20231019,5,Nagasaki,5,野菜,775
20231012,2,Kumamoto,4,油,607
20230911,3,Oita,0,米,732
20230928,4,Miyazaki,5,野菜,566
20230817,4,Miyazaki,0,米,672
20231018,2,Kumamoto,5,野菜,695
20231008,3,Oita,5,野菜,875
20231008,3,Oita,0,米,544
20230828,5,Nagasaki,3,肉,358
20230828,4,Miyazaki,3,肉,698
20230831,3,Oita,5,野菜,619
20230908,0,Fukuoka,4,油,804
20231019,2,Kumamoto,5,野菜,693
20231011,1,Saga,0,米,393
20231019,4,Miyazaki,2,味噌,512
20231023,4,Miyazaki,2,味噌,437
20230807,6,Kagoshima,2,味噌,551
20230905,5,Nagasaki,2,味噌,929
20231008,4,Miyazaki,3,肉,956
20231008,0,Fukuoka,4,油,369
20230914,1,Saga,1,卵,485
20230815,4,Miyazaki,5,野菜,407
20230906,0,Fukuoka,4,油,494
20230822,2,Kumamoto,3,肉,538
20231026,1,Saga,5,野菜,979
20231022,2,Kumamoto,5,野菜,339
20230805,6,Kagoshima,5,野菜,982
20230826,3,Oita,5,野菜,373
20230813,3,Oita,2,味噌,747
20231011,1,Saga,0,米,896
20230821,6,Kagoshima,0,米,495
20230902,1,Saga,5,野菜,495
20231009,0,Fukuoka,2,味噌,481
20230921,4,Miyazaki,3,肉,704
20231008,4,Miyazaki,4,油,778
20230914,2,Kumamoto,0,米,516
20230814,0,Fukuoka,4,油,744
20230902,6,Kagoshima,1,卵,790
20230928,1,Saga,3,肉,552
20231009,5,Nagasaki,1,卵,328
20230918,5,Nagasaki,3,肉,470
20231001,0,Fukuoka,3,肉,826
20231029,1,Saga,1,卵,761
20231021,5,Nagasaki,1,卵,519
20230905,4,Miyazaki,3,肉,799
20230911,2,Kumamoto,0,米,533
20230822,5,Nagasaki,4,油,644
20231006,1,Saga,4,油,791
20231011,4,Miyazaki,4,油,791
20231010,6,Kagoshima,3,肉,344
20230812,0,Fukuoka,1,卵,879
20230814,6,Kagoshima,1,卵,387
20230810,0,Fukuoka,3,肉,868
20231024,0,Fukuoka,4,油,823
20230821,0,Fukuoka,4,油,495
20230918,6,Kagoshima,1,卵,425
20230805,0,Fukuoka,1,卵,497
20231024,3,Oita,1,卵,371
20231023,2,Kumamoto,0,米,619
20230812,2,Kumamoto,2,味噌,999
20230902,1,Saga,5,野菜,906
20230809,2,Kumamoto,3,肉,335
20231030,0,Fukuoka,5,野菜,862
20230809,0,Fukuoka,2,味噌,574
20231020,0,Fukuoka,5,野菜,537
20230811,5,Nagasaki,4,油,444
20230802,3,Oita,4,油,922
20231019,6,Kagoshima,5,野菜,304
20230831,1,Saga,0,米,377
20230903,6,Kagoshima,0,米,870
20230830,4,Miyazaki,0,米,346
20231011,5,Nagasaki,4,油,936
20230930,2,Kumamoto,4,油,878
20230914,2,Kumamoto,2,味噌,626
20230914,1,Saga,3,肉,305
20230908,5,Nagasaki,3,肉,710
20230909,2,Kumamoto,5,野菜,926
20230830,4,Miyazaki,0,米,324
20230922,5,Nagasaki,3,肉,982
20230814,2,Kumamoto,4,油,984
20231005,5,Nagasaki,3,肉,978
20230829,6,Kagoshima,1,卵,406
20230829,1,Saga,0,米,520
20231008,5,Nagasaki,4,油,318
20230813,2,Kumamoto,1,卵,551
20231028,3,Oita,2,味噌,805
20231016,6,Kagoshima,5,野菜,527
20230822,5,Nagasaki,2,味噌,959
20230811,5,Nagasaki,4,油,496
20230927,4,Miyazaki,1,卵,849
20230807,0,Fukuoka,4,油,473
20231007,2,Kumamoto,5,野菜,664
20230907,1,Saga,3,肉,956
20230807,1,Saga,3,肉,481
20230811,6,Kagoshima,0,米,419
20230830,5,Nagasaki,1,卵,815
20230919,1,Saga,1,卵,752
20230916,4,Miyazaki,4,油,940
20230821,5,Nagasaki,3,肉,770
20230814,0,Fukuoka,1,卵,381
20230922,4,Miyazaki,1,卵,676
20231009,0,Fukuoka,2,味噌,495
20230822,4,Miyazaki,0,米,908
20230910,2,Kumamoto,1,卵,598
20230821,5,Nagasaki,4,油,524
20230917,1,Saga,0,米,362
20230902,5,Nagasaki,3,肉,342
20230802,0,Fukuoka,1,卵,574
20231020,2,Kumamoto,2,味噌,827
20230821,3,Oita,2,味噌,986
20231011,0,Fukuoka,0,米,793
20230922,3,Oita,4,油,319
20230927,4,Miyazaki,4,油,382
20230825,4,Miyazaki,1,卵,593
20230820,6,Kagoshima,1,卵,906
20230910,1,Saga,2,味噌,360
20231013,6,Kagoshima,4,油,545
20230810,6,Kagoshima,1,卵,804
20231011,3,Oita,2,味噌,842
20230913,5,Nagasaki,1,卵,337
20230928,6,Kagoshima,5,野菜,362
20230925,2,Kumamoto,3,肉,850
20230824,5,Nagasaki,2,味噌,649
20230807,3,Oita,2,味噌,837
20230821,4,Miyazaki,0,米,965
20230823,2,Kumamoto,1,卵,617
20231010,4,Miyazaki,2,味噌,702
20230909,5,Nagasaki,0,米,961
20230903,1,Saga,5,野菜,694
20230914,2,Kumamoto,5,野菜,750
20230825,2,Kumamoto,5,野菜,755
20230804,0,Fukuoka,3,肉,548
20230825,5,Nagasaki,0,米,840
20230808,1,Saga,1,卵,801
20230827,6,Kagoshima,5,野菜,746
20231006,6,Kagoshima,4,油,939
20230803,3,Oita,5,野菜,585
20230812,2,Kumamoto,3,肉,631
20231016,2,Kumamoto,0,米,747
20230820,4,Miyazaki,4,油,867
20231016,2,Kumamoto,1,卵,986
20231003,2,Kumamoto,2,味噌,420
20230802,1,Saga,2,味噌,439
20230818,2,Kumamoto,0,米,495
20231023,4,Miyazaki,2,味噌,905
20230811,5,Nagasaki,4,油,508
20230910,5,Nagasaki,5,野菜,510
20230915,4,Miyazaki,5,野菜,647
20230927,4,Miyazaki,3,肉,851
20231016,5,Nagasaki,4,油,873
20230827,5,Nagasaki,2,味噌,606
20231019,4,Miyazaki,5,野菜,383
20231020,2,Kumamoto,4,油,937
20230906,5,Nagasaki,1,卵,981
20230915,3,Oita,5,野菜,378
20230925,2,Kumamoto,0,米,468
20231012,6,Kagoshima,3,肉,689
20230916,0,Fukuoka,4,油,688
20230904,2,Kumamoto,4,油,405
20230910,0,Fukuoka,5,野菜,562
20230929,1,Saga,2,味噌,368
20230822,0,Fukuoka,2,味噌,958
20230814,6,Kagoshima,4,油,538
20231009,3,Oita,4,油,678
